id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
1716,Kepler-85,d,Transit,4,17.91323,0.13,,,,,0.107,,0,1,0,,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,14.779,Kepler-band,5436,0.92,0.89,14/05/14
1717,Kepler-85,e,Transit,4,25.216751,0.163,,,,,0.113,,0,1,0,,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,14.779,Kepler-band,5436,0.92,0.89,14/05/14
1718,Kepler-87,b,Transit,2,114.73635,0.481,0.036,89.274,1.02,Mass,1.204,0.729,0,1,0,,19h51m40.05s,297.916877,+46d57m54.5s,46.96513,,14.6,Kepler-band,5600,1.1,1.82,14/05/14
1719,Kepler-87,c,Transit,2,191.2318,0.676,0.039,89.588,0.02,Mass,0.548,0.152,0,1,0,,19h51m40.05s,297.916877,+46d57m54.5s,46.96513,,14.6,Kepler-band,5600,1.1,1.82,14/05/14
1720,Kepler-9,b,Transit,3,19.24,0.14,0.15,,0.252,Mass,0.842,0.524,1,1,0,,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,13.803,Kepler-band,5777,1.07,1.02,14/05/14
1721,Kepler-9,c,Transit,3,38.91,0.225,0.13,,0.171,Mass,0.823,0.383,1,1,0,,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,13.803,Kepler-band,5777,1.07,1.02,14/05/14
1722,Kepler-9,d,Transit,3,1.592851,0.0273,,,,,0.146,,0,1,0,,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,13.803,Kepler-band,5777,1.07,1.02,14/05/14
1723,Kepler-91,b,Transit,1,6.24658,0.0731,,69.68,0.81,Mass,1.367,0.4,0,1,0,,19h02m41.49s,285.672872,+44d07m00.2s,44.116734,1030,12.495,Kepler-band,4550,1.31,6.3,15/10/15
1724,Kepler-92,b,Transit,3,13.749,,,,0.202,Mass,0.313,,0,1,0,,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,11.565,Kepler-band,5883,1.21,1.7,14/05/14
1725,Kepler-92,c,Transit,3,26.723,,,,0.019,Mass,0.232,,0,1,0,,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,11.565,Kepler-band,5883,1.21,1.7,14/05/14
1726,Kepler-92,d,Transit,3,49.3568,,0.07,,,,0.184,,0,1,0,,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,11.565,Kepler-band,5883,1.21,1.7,21/05/15
1727,Kepler-93,b,Transit,2,4.72673978,0.053,0,89.183,0.01265,Mass,0.132,6.88,0,1,0,,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,,9.931,Kepler-band,5669,0.91,0.92,16/04/15
1728,Kepler-93,c,Radial Velocity,2,1460,,,,3,Mass,,,0,1,0,,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,,9.931,Kepler-band,5669,0.91,0.92,14/05/14
1729,Kepler-94,b,Transit,2,2.50806,,,,0.034,Mass,0.313,1.45,0,1,0,,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,,12.895,Kepler-band,4781,0.81,0.76,14/05/14
1730,Kepler-94,c,Radial Velocity,2,820.3,,,,9.836,Mass,,,0,1,0,,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,,12.895,Kepler-band,4781,0.81,0.76,14/05/14
1731,Kepler-95,b,Transit,1,11.5231,,,,0.041,Mass,0.305,1.71,0,1,0,,18h57m55.79s,284.482459,+44d23m52.9s,44.398037,,12.346,Kepler-band,5699,1.08,1.41,14/05/14
1732,Kepler-96,b,Transit,1,16.2385,,,,0.027,Mass,0.238,2.26,0,1,0,,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,,10.297,Kepler-band,5690,1,1.02,14/05/14
1733,Kepler-97,b,Transit,2,2.58664,,,,0.011,Mass,0.132,5.44,0,1,0,,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,,12.872,Kepler-band,5779,0.94,0.98,14/05/14
1734,Kepler-97,c,Radial Velocity,2,789,,,,1.08,Mass,,,0,1,0,,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,,12.872,Kepler-band,5779,0.94,0.98,14/05/14
1735,Kepler-98,b,Transit,1,1.54168,,,,0.011,Mass,0.178,2.18,0,1,0,,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,,12.899,Kepler-band,5539,0.99,1.11,14/05/14
1736,Kepler-99,b,Transit,1,4.60358,,,,0.019,Mass,0.132,10.9,0,1,0,,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,,12.97,Kepler-band,4782,0.79,0.73,14/05/14
1737,LkCa 15,b,Imaging,2,,14.7,,50,,,,,0,0,0,,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,,,,,,,03/12/15
1738,LkCa 15,c,Imaging,2,,18.6,,50,,,,,0,0,0,,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,,,,,,,03/12/15
1739,Lupus-TR-3,b,Transit,1,3.91405,0.0464,0,88.3,0.81,Mass,0.89,1.4,0,0,0,,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,2000,,,5000,0.87,0.82,14/05/14
1740,MOA 2007-BLG-192L,b,Microlensing,1,,0.62,,,0.01,Mass,,,0,0,0,,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,1000,,,,0.06,,29/10/14
1741,MOA 2007-BLG-400L,b,Microlensing,1,,0.72,,,0.83,Mass,,,0,0,0,,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,5800,,,,0.3,,29/10/14
1742,MOA 2008-BLG-310L,b,Microlensing,1,,1.25,,,0.23,Mass,,,0,0,0,,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,6000,,,,0.67,,29/10/14
1743,MOA 2008-BLG-379L,b,Microlensing,1,,3.3,,,4.1,Mass,,,0,0,0,,17h58m49.44s,269.706,-30d11m49.0s,-30.196931,3300,,,,0.56,,29/10/14
1744,MOA 2009-BLG-266L,b,Microlensing,1,2774,3.2,,,0.033,Mass,,,0,0,0,,17h48m01.95s,267.008125,-35d00m19.5s,-35.005411,3040,,,,0.56,,29/10/14
1745,MOA 2009-BLG-319L,b,Microlensing,1,,2.4,,,0.16,Mass,,,0,0,0,,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,6100,,,,0.38,,29/10/14
1746,MOA 2009-BLG-387L,b,Microlensing,1,1982,1.82,,52,2.56,Mass,,,0,0,0,,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,5690,,,,0.19,,04/06/15
1747,MOA 2010-BLG-073L,b,Microlensing,1,,1.21,,,11,Mass,,,0,0,0,,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,2800,,,,0.16,,14/05/14
1748,MOA 2010-BLG-328L,b,Microlensing,1,,0.92,,,0.02895,Mass,,,0,0,0,,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,810,,,,0.11,,04/06/15
1749,MOA 2010-BLG-477L,b,Microlensing,1,,2,,,1.5,Mass,,,0,0,0,,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,2300,,,5950,0.67,,29/10/14
1750,MOA 2011-BLG-028L,b,Microlensing,1,,4.14,,,0.09439,Mass,,,0,0,0,,18h03m24.96s,270.854,-29d12m48.3s,-29.213417,7380,,,,0.75,,24/03/16
1751,MOA 2011-BLG-262L,b,Microlensing,1,,0.84,,,0.05663,Mass,,,0,0,0,,18h00m23.48s,270.097833,-31d14m42.9s,-31.245258,7000,,,,0.12,,04/06/15
1752,MOA 2011-BLG-293L,b,Microlensing,1,,1.1,,,4.8,Mass,,,0,0,0,,17h55m39.35s,268.913958,-28d28m36.6s,-28.476847,7720,,,,0.86,,14/05/14
1753,MOA 2011-BLG-322L,b,Microlensing,1,,4.3,,,11.6,Mass,,,0,0,0,,18h04m53.60s,271.223333,-27d13m15.4s,-27.220944,7560,,,,0.39,,14/05/14
1754,MOA-bin-1L,b,Microlensing,1,,8.3,,,3.7,Mass,,,0,0,0,,17h27m10.20s,261.7925,-29d47m38.3s,-29.793972,5100,,,,0.75,,14/05/14
1755,NGC 2682 Sand 364,b,Radial Velocity,1,121.71,,0.35,,1.54,Msini,,,0,0,0,,08h49m56.82s,132.48676,+11d41m32.9s,11.692484,,9.8,V (Johnson),4284,1.35,21.8,14/05/14
1756,NGC 2682 YBP 1194,b,Radial Velocity,1,6.958,,0.24,,0.34,Msini,,,0,0,0,,08h51m00.81s,132.753364,+11d48m52.8s,11.814655,,14.6,V (Johnson),5780,1.01,0.99,14/05/14
1757,NGC 2682 YBP 1514,b,Radial Velocity,1,5.118,,0.39,,0.4,Msini,,,0,0,0,,08h51m00.77s,132.753193,+11d53m11.5s,11.88653,,14.77,V (Johnson),5725,0.96,0.89,14/05/14
1758,NGC 4349 127,b,Radial Velocity,1,677.8,2.38,0.19,,19.8,Msini,,,0,0,0,,12h24m35.47s,186.147811,-61d49m12.0s,-61.820004,2200,10.88,V (Johnson),,3.9,,14/05/15
1759,NN Ser,c,Eclipse Timing Variations,2,5573.55,5.35,0.08,,7.33,Mass,,,0,0,0,,15h52m56.13s,238.233879,+12d54m44.7s,12.912411,500,,,57000,0.54,,14/05/14
1760,NN Ser,d,Eclipse Timing Variations,2,2883.5,3.43,0.19,,2.3,Mass,,,0,0,0,,15h52m56.13s,238.233879,+12d54m44.7s,12.912411,500,,,57000,0.54,,14/05/14
1761,NY Vir,b,Eclipse Timing Variations,1,2985.7,,0.44,,2.78,Msini,,,0,0,0,,13h38m48.15s,204.700622,-02d01m49.1s,-2.030315,,,,,,,25/09/14
1762,OGLE 2003-BLG-235L,b,Microlensing,1,,4.3,,,2.6,Mass,,,0,0,0,,18h05m16.35s,271.318125,-28d53m42.0s,-28.895,5800,,,,0.63,,25/02/16
1763,OGLE 2005-BLG-169L,b,Microlensing,1,,3.5,,,0.04436,Mass,,,0,0,0,,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,4100,,,,0.69,,19/11/15
1764,OGLE 2005-BLG-390L,b,Microlensing,1,3285,2.6,,,0.017,Mass,,,0,0,0,,17h54m19.19s,268.579958,-30d22m38.3s,-30.377306,6600,,,,0.22,,29/10/14
1765,OGLE 2005-BLG-71L,b,Microlensing,1,,3.6,,,3.8,Mass,,,0,0,0,,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,3200,,,,0.46,,29/10/14
1766,OGLE 2006-BLG-109L,b,Microlensing,2,1788.5,2.3,,,0.73,Mass,,,0,0,0,,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,1510,,,,0.51,,05/11/14
1767,OGLE 2006-BLG-109L,c,Microlensing,2,4927.5,4.5,0.15,64,0.27,Mass,,,0,0,0,,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,1510,,,,0.51,,05/11/14
1768,OGLE 2007-BLG-368L,b,Microlensing,1,,3.3,,,0.06,Mass,,,0,0,0,,17h56m25.96s,269.108167,-32d14m14.7s,-32.237417,5900,17.71,V (Johnson),,0.64,,05/11/14
1769,OGLE 2008-BLG-355L,b,Microlensing,1,,1.7,,,4.6,Mass,,,0,0,0,,17h59m08.81s,269.786708,-30d45m34.1s,-30.759472,6800,,,,0.37,,11/06/14
1770,OGLE 2008-BLG-92L,b,Microlensing,1,,18,,,0.18,Mass,,,0,0,0,,17h47m29.42s,266.872583,-34d43m35.6s,-34.726556,8100,,,,0.71,,29/10/14
1771,OGLE 2011-BLG-251L,b,Microlensing,1,,2.72,,,0.53,Mass,,,0,0,0,,17h38m14.18s,264.559083,-27d08m10.1s,-27.136139,2570,,,,0.26,,14/05/14
1772,OGLE 2011-BLG-265L,b,Microlensing,1,,1.89,,,0.88,Mass,,,0,0,0,,17h57m47.72s,269.448833,-27d23m40.3s,-27.394528,4380,,,,0.21,,05/03/15
1773,OGLE 2012-BLG-0563L,b,Microlensing,1,,0.9,,,0.39,Mass,,,0,0,0,,18h05m57.72s,271.4905,-27d42m43.2s,-27.712,1300,,,,0.34,,13/08/15
1774,OGLE 2012-BLG-26L,b,Microlensing,2,,3.82,,,0.11,Mass,,,0,0,0,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4080,,,,0.82,,14/05/14
1775,OGLE 2012-BLG-26L,c,Microlensing,2,,4.63,,,0.68,Mass,,,0,0,0,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4080,,,,0.82,,14/05/14
1776,OGLE 2012-BLG-358L,b,Microlensing,1,,0.87,,,1.85,Mass,,,0,0,0,,17h42m46.77s,265.694875,-24d15m39.6s,-24.261,1760,,,,0.02,,14/05/14
1777,OGLE 2012-BLG-406L,b,Microlensing,1,,3.45,,,2.73,Mass,,,0,0,0,,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,4970,,,,0.44,,14/05/14
1778,OGLE 2013-BLG-0723L B,b,Microlensing,1,,0.34,,,0.00217,Mass,,,0,0,0,,17h34m40.51s,263.668792,-27d26m53.2s,-27.448111,490,,,,0.03,,22/10/15
1779,OGLE 2013-BLG-102L,b,Microlensing,1,,0.8,,,12.569,Mass,,,0,0,0,,17h52m07.08s,268.0295,-31d41m26.1s,-31.690583,3040,,,,0.1,,29/01/15
1780,OGLE 2013-BLG-341L B,b,Microlensing,1,,0.883,,,0.0073,Mass,,,0,0,0,,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,1161,,,,0.15,,09/07/14
1781,OGLE 2014-BLG-124L,b,Microlensing,1,,3.11,,,0.51,Mass,,,0,0,0,,18h02m29.21s,270.621708,-28d23m46.5s,-28.39625,4100,,,,0.71,,12/02/15
1782,OGLE 2015-BLG-0966L,b,Microlensing,1,,2.1,,,0.06607,Mass,,,0,0,0,,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,2500,,,,0.38,,17/03/16
1783,OGLE-TR-056,b,Transit,1,1.2119189,0.02383,,77.6,1.39,Mass,1.363,0.68,0,0,0,,17h56m35.51s,269.147958,-29d32m21.2s,-29.539222,,15.3,V (Johnson),6050,1.23,1.36,14/05/14
1784,OGLE-TR-10,b,Transit,1,3.101278,0.0434,,90,0.62,Mass,1.25,0.4,0,0,0,,17h51m28.25s,267.867708,-29d52m34.9s,-29.876361,,14.93,V (Johnson),5950,1.14,1.17,14/05/14
1785,OGLE-TR-111,b,Transit,1,4.0144463,0.0473,,88.3,,,1.019,,0,0,0,,10h53m17.91s,163.324625,-61d24m20.3s,-61.405639,,15.55,V (Johnson),5040,0.85,0.83,25/02/16
1786,OGLE-TR-113,b,Transit,1,1.4324752,0.02289,,87.8,1.26,Mass,1.093,1.2,0,0,0,,10h52m24.40s,163.101667,-61d26m48.5s,-61.446806,600,14.42,V (Johnson),4790,0.78,0.77,14/05/14
1787,OGLE-TR-132,b,Transit,1,1.689868,0.03035,,83.4,1.18,Mass,1.2,0.85,0,0,0,,10h50m34.72s,162.644667,-61d57m25.9s,-61.957194,2500,15.72,V (Johnson),6210,1.3,1.32,29/10/14
1788,OGLE-TR-182,b,Transit,1,3.9791,0.051,0,85.7,1.01,Mass,1.13,,0,0,0,,11h09m18.71s,167.327963,-61d05m42.9s,-61.095257,,,,5924,1.14,1.14,14/05/14
1789,OGLE-TR-211,b,Transit,1,3.67724,0.051,0,87.2,1.03,Mass,1.36,,0,0,0,,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,,,,6325,1.33,1.64,14/05/14
1790,OGLE2-TR-L9,b,Transit,1,2.4855335,0.0308,,79.8,4.5,Mass,1.61,,0,0,0,,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,,,,6933,1.52,1.53,14/05/14
1791,Oph 11,b,Imaging,1,7300000,243,,,14,Mass,,,0,0,0,,16h22m25.21s,245.605058,-24d05m13.9s,-24.087208,125,,,2375,0.02,,10/03/16
1792,PH1,b,Transit,1,138.317,0.652,0.0702,90.05,0.531,Mass,0.551,,0,1,0,,19h52m51.63s,298.215108,+39d57m18.4s,39.955104,1000,13.718,Kepler-band,6407,1.53,1.73,14/05/14
1793,PH2,b,Transit,1,282.5255,0.828,0.41,89.83,,,0.903,,0,1,0,,19h19m03.26s,289.76359,+51d57m45.4s,51.962601,,12.62,Kepler-band,5629,0.94,1,14/05/14
1794,POTS-1,b,Transit,1,3.1606296,0.03734,,88.06,2.31,Mass,0.941,,0,0,0,,13h34m26.13s,203.608877,-66d34m52.0s,-66.581116,1200,17.94,V (Johnson),4400,0.69,0.59,14/05/14
1795,PSR B1257+12,b,Pulsar Timing,3,25.262,0.19,0,,0.00006,Mass,,,0,0,0,,13h00m03.58s,195.014903,+12d40m56.5s,12.682353,600,,,,,,30/04/15
1796,PSR B1257+12,c,Pulsar Timing,3,66.5419,0.36,0.0186,,0.01353,Mass,,,0,0,0,,13h00m03.58s,195.014903,+12d40m56.5s,12.682353,600,,,,,,30/04/15
1797,PSR B1257+12,d,Pulsar Timing,3,98.2114,0.46,,,0.01227,Mass,,,0,0,0,,13h00m03.58s,195.014903,+12d40m56.5s,12.682353,600,,,,,,30/04/15
1798,PSR B1620-26,b,Pulsar Timing,1,,23,,,2.5,Mass,,,0,0,0,,16h23m38.22s,245.909262,-26d31m53.7s,-26.531594,,,,,1.35,,30/04/15
1799,PSR J1719-1438,b,Pulsar Timing,1,0.09070629,0.0044,0.06,,1.2,Mass,,23,0,0,0,,17h19m10.07s,259.791971,-14d38m01.0s,-14.6336,1200,,,4500,1.4,0.04,14/05/14
1800,Pr0201,b,Radial Velocity,1,4.4264,,0,,0.54,Msini,,,0,0,0,,08h41m43.82s,130.432596,+20d13m36.8s,20.226891,,10.52,V (Johnson),6174,1.23,1.17,10/09/15
1801,Pr0211,b,Radial Velocity,2,2.1461,0.03176,0.011,,1.88,Msini,,,0,0,0,,08h42m11.49s,130.547882,+19d16m37.4s,19.277044,,12.06,V (Johnson),5300,0.94,0.83,11/02/16
1802,Pr0211,c,Radial Velocity,2,4850,5.5,0.71,,7.79,Msini,,,0,0,0,,08h42m11.49s,130.547882,+19d16m37.4s,19.277044,,12.06,V (Johnson),5300,0.94,0.83,11/02/16
1803,Qatar-1,b,Transit,1,1.42002406,0.02298,,84.26,1.275,Mass,1.136,1.2,0,0,0,,20h13m31.60s,303.381672,+65d09m43.3s,65.162041,,12.843,V (Johnson),,0.8,0.78,16/04/15
1804,Qatar-2,b,Transit,1,1.33711647,0.02153,0,86.12,2.494,Mass,1.254,1.573,0,0,0,,13h50m37.41s,207.655866,-06d48m14.5s,-6.804028,,13.3,V (Johnson),4645,0.74,0.78,05/11/14
1805,ROXs 12,b,Imaging,1,,210,,,16,Mass,,,0,0,0,,16h26m27.75s,246.615609,-25d27m24.7s,-25.456865,120,15.595,V (Johnson),3850,0.87,,14/05/14
1806,ROXs 42 B,b,Imaging,1,,157,,,9,Mass,,,0,0,0,,16h31m15.02s,247.812567,-24d32m43.7s,-24.545471,135,,,,1,,14/05/14
1807,RR Cae,b,Eclipse Timing Variations,1,4343.5,5.3,0,17.6,4.2,Msini,,,0,0,0,,04h21m05.56s,65.273181,-48d39m07.1s,-48.651976,,,,,0.44,,27/08/15
1808,Ross 458,c,Imaging,1,,1168,,,6.28536,Mass,1.22,,0,0,0,,13h00m46.58s,195.194092,+12d22m32.6s,12.375724,11.43,9.72,V (Johnson),,,,14/05/14
1809,SR 12 AB,c,Imaging,1,,,,,13,Mass,,,0,0,0,,16h27m19.51s,246.8313,-24d41m40.4s,-24.694553,,13.265,V (Johnson),,,,14/05/14
1810,SWEEPS-11,b,Transit,1,1.796,0.03,,,9.7,Mass,1.13,,0,0,0,,17h59m02.00s,269.758333,-29d11m53.5s,-29.198194,8500,19.83,V (Johnson),,1.1,1.45,14/05/14
1811,SWEEPS-4,b,Transit,1,4.2,0.055,,,3.8,Mass,0.81,,0,0,0,,17h58m53.92s,269.724667,-29d11m20.6s,-29.189056,8500,18.8,V (Johnson),,1.24,1.18,14/05/14
1812,TYC 1422-614-1,b,Radial Velocity,2,198.4,0.69,0.06,,2.5,Msini,,,0,0,0,,10h17m06.67s,154.277798,+19d33m30.5s,19.558472,759,10.21,V (Johnson),4806,1.15,6.85,29/10/14
1813,TYC 1422-614-1,c,Radial Velocity,2,559.3,1.37,0.048,,10,Msini,,,0,0,0,,10h17m06.67s,154.277798,+19d33m30.5s,19.558472,759,10.21,V (Johnson),4806,1.15,6.85,29/10/14
1814,TYC 3667-1280-1,b,Radial Velocity,1,26.468,0.21,0.036,,5.4,Msini,,,0,0,0,,00h51m32.96s,12.887344,+58d25m34.2s,58.426167,481,9.86,V (Johnson),5130,1.87,6.26,31/03/16
1815,TrES-1,b,Transit,1,3.030065,0.03925,,90,0.752,Mass,1.067,0.769,0,0,0,,19h04m09.85s,286.041062,+36d37m57.5s,36.632629,150,11.76,V (Johnson),5230,0.88,0.81,15/10/14
1816,TrES-2,b,Transit,1,2.47061317,0.0367,,83.872,1.197,Mass,1.247,0.8,0,1,0,,19h07m14.03s,286.808473,+49d18m59.0s,49.316402,213,11.411,V (Johnson),5850,0.98,1,15/10/15
1817,TrES-3,b,Transit,1,1.30618581,0.02282,0,81.85,1.91,Mass,1.336,0.994,0,0,0,,17h52m07.02s,268.029265,+37d32m46.2s,37.546154,228,12.402,V (Johnson),5650,0.93,0.83,14/05/14
1818,TrES-4,b,Transit,1,3.553945,0.05091,0,82.86,0.919,Mass,1.799,0.209,0,0,0,,17h53m13.04s,268.304354,+37d12m42.7s,37.211849,492,11.592,V (Johnson),6200,1.4,1.85,14/05/14
1819,TrES-5,b,Transit,1,1.48224686,0.02459,,84.27,1.79,Mass,1.194,1.31,0,0,0,,20h20m53.24s,305.221841,+59d26m55.6s,59.448788,360,13.718,V (Johnson),5171,0.9,0.87,16/04/15
1820,USco CTIO 108,b,Imaging,1,,670,,,14,Mass,,,0,0,0,,16h05m54.08s,241.47532,-18d18m44.4s,-18.312332,,,,2700,0.06,,14/05/15
1821,UZ For,b,Eclipse Timing Variations,2,5840,5.9,0.04,,6.3,Mass,,,0,0,0,,03h35m28.64s,53.869338,-25d44m21.8s,-25.739395,,,,,0.7,,14/05/14
1822,UZ For,c,Eclipse Timing Variations,2,1916.25,2.8,0.05,,7.7,Mass,,,0,0,0,,03h35m28.64s,53.869338,-25d44m21.8s,-25.739395,,,,,0.7,,14/05/14
1823,V0391 Peg,b,Pulsation Timing Variations,1,1170,1.7,0,,3.2,Msini,,,0,0,0,,22h04m12.11s,331.05044,+26d25m07.9s,26.41886,1400,14.57,V (Johnson),29300,0.5,0.23,14/05/15
1824,VHS J125601.92-125723.9,b,Imaging,1,,102,,,11.2,Mass,,,0,0,0,,12h56m02.15s,194.008964,-12d57m21.7s,-12.956031,12.7,17.759,V (Johnson),2620,0.07,,14/05/15
1825,WASP-1,b,Transit,1,2.5199454,0.03889,0,90,0.854,Mass,1.483,0.348,0,0,0,,00h20m40.07s,5.166978,+31d59m24.0s,31.98999,408,11.79,V (Johnson),,1.24,1.47,14/05/14
1826,WASP-10,b,Transit,1,3.0927616,0.03781,,88.49,3.15,Mass,1.08,4.14,0,0,0,,23h15m58.30s,348.992912,+31d27m46.3s,31.462852,90,12.7,V (Johnson),4675,0.75,0.7,14/05/14
1827,WASP-100,b,Transit,1,2.849375,0.0457,0,82.6,2.03,Mass,1.69,0.53,0,0,0,,04h35m50.33s,68.959728,-64d01m37.3s,-64.027039,,,,6900,1.57,,14/05/14
1828,WASP-101,b,Transit,1,3.585722,0.0506,0,85,0.5,Mass,1.41,0.24,0,0,0,,06h33m24.26s,98.351102,-23d29m10.4s,-23.48621,,,,6400,1.34,1.29,14/05/14
1829,WASP-103,b,Transit,1,0.925542,0.01985,,86.3,1.49,Mass,1.528,0.55,0,0,0,,16h37m15.57s,249.314868,+07d11m00.1s,7.183352,470,12.1,V (Johnson),6110,1.22,1.44,14/05/14
1830,WASP-104,b,Transit,1,1.7554137,0.02918,0,83.63,1.272,Mass,1.137,1.074,0,0,0,,10h42m24.58s,160.602432,+07d26m06.1s,7.435026,143,11.12,V (Johnson),5475,1.08,0.96,25/09/14
1831,WASP-106,b,Transit,1,9.289715,0.0917,0,89.49,1.925,Mass,1.085,1.86,0,0,0,,11h05m43.14s,166.429747,-05d04m45.9s,-5.079412,283,11.21,V (Johnson),6055,1.19,1.39,25/09/14
1832,WASP-11,b,Transit,1,3.7224747,0.0435,0,88.6,0.487,Mass,1.005,0.594,0,0,0,,03h09m28.55s,47.368964,+30d40m24.9s,30.673594,121.7,11.6,V (Johnson),4980,0.83,0.79,14/05/14
1833,WASP-117,b,Transit,1,10.02165,0.09459,0.302,89.14,0.2755,Mass,1.021,0.3445,0,0,0,,02h27m06.10s,36.775432,-50d17m04.3s,-50.284519,,10.15,V (Johnson),6038,1.13,1.17,27/08/14
1834,WASP-12,b,Transit,1,1.091423,0.0229,0.049,83.1,1.41,Mass,1.79,0.24,0,0,0,,06h30m32.79s,97.63664,+29d40m20.2s,29.672291,,11.69,V (Johnson),6300,1.35,1.57,14/05/14
1835,WASP-13,b,Transit,1,4.353011,0.05362,0,85.19,0.477,Mass,1.389,0.222,0,0,0,,09h20m24.71s,140.102976,+33d52m56.8s,33.882439,155,10.42,V (Johnson),5826,1.09,1.56,14/05/14
1836,WASP-135,b,Transit,1,1.4013794,0.0243,0,82,1.9,Mass,1.3,1.16,0,0,0,,17h49m08.39s,267.284974,+29d52m44.8s,29.879107,300,13.28,V (Johnson),5675,0.98,0.96,03/12/15
1837,WASP-14,b,Transit,1,2.243752,0.036,0.091,84.32,7.341,Mass,1.281,4.656,0,0,0,,14h33m06.35s,218.276477,+21d53m41.0s,21.894714,160,9.75,V (Johnson),6475,1.21,1.31,14/05/14
1838,WASP-15,b,Transit,1,3.7520656,0.0499,0,85.5,0.542,Mass,1.428,0.247,0,0,0,,13h55m42.71s,208.927939,-32d09m34.6s,-32.159607,,11,V (Johnson),6300,1.18,1.48,14/05/14
1839,WASP-16,b,Transit,1,3.1186009,0.0421,0,85.22,0.855,Mass,1.008,1.104,0,0,0,,14h18m43.93s,214.683032,-20d16m31.7s,-20.275484,,,,5700,1.02,0.95,14/05/14
1840,WASP-17,b,Transit,1,3.7354417,0.051,0.129,87.8,0.49,Mass,1.74,0.122,0,0,0,,15h59m50.95s,239.962306,-28d03m42.2s,-28.061733,400,11.6,V (Johnson),6550,1.2,1.38,14/05/14
1841,WASP-18,b,Transit,1,0.94145299,0.02026,0.0092,86,10.43,Mass,1.165,8.78,0,0,0,,01h37m25.03s,24.354311,-45d40m40.4s,-45.677887,105.49,9.303,V (Johnson),6400,1.28,1.23,14/05/14
1842,WASP-19,b,Transit,1,0.78884,0.01655,0.0046,79.4,1.168,Mass,1.386,0.583,0,0,0,,09h53m40.08s,148.417002,-45d39m33.1s,-45.659191,250,12.59,V (Johnson),5460,0.94,1.02,14/05/14
1843,WASP-2,b,Transit,1,2.152226,0.03138,,84.81,0.915,Mass,1.071,0.92,0,0,0,,20h30m54.13s,307.725542,+06d25m46.3s,6.429536,166,11.88,V (Johnson),5200,0.89,0.84,29/10/14
1844,WASP-20,b,Transit,1,4.8996284,0.06,0,85.56,0.311,Mass,1.462,0.132,0,0,0,,00h20m38.53s,5.160559,-23d56m08.6s,-23.935728,210,10.68,V (Johnson),5940,1.2,1.39,05/03/15
1845,WASP-21,b,Transit,1,4.322482,0.052,0,88.75,0.3,Mass,1.07,0.32,0,0,0,,23h09m58.25s,347.492721,+18d23m45.9s,18.396086,242,11.58,V (Johnson),5800,0.89,1.14,14/05/14
